trans_hour,trans_day,trans_month,trans_year,category,upi_number,age,trans_amt,state,fraud_risk
10,7,10,2023,2,9957000180,63,5108.88,22,0
9,16,11,2024,12,9957000984,20,2647.04,7,1
2,2,10,2023,14,9957000023,22,5289.86,27,0
7,6,4,2024,3,9957000357,18,4667.86,19,0
6,2,12,2023,9,9957000667,53,4682.96,14,1
6,8,11,2024,5,9957000862,34,9992.37,22,1
19,14,8,2022,6,9957000341,24,7077.81,19,0
11,1,7,2024,7,9957000432,22,859.77,19,0
4,17,2,2023,6,9957000552,56,8464.72,26,1
13,27,3,2022,6,9957000834,34,2281.85,27,1
1,4,12,2024,14,9957000204,61,2771.16,14,0
14,4,12,2023,1,9957000631,31,1464.71,7,1
16,18,4,2023,5,9957000094,50,6990.33,5,0
1,2,11,2023,14,9957000559,52,1394.61,18,1
22,13,9,2023,4,9957000069,28,401.27,28,0
17,25,3,2023,14,9957000623,21,206.89,8,1
17,13,5,2023,13,9957000285,31,743.3,6,0
14,26,1,2023,13,9957000845,18,4010.61,12,1
19,12,10,2024,5,9957000435,30,9663.3,19,0
1,8,9,2022,4,9957000154,61,3599.02,22,0
21,9,3,2022,10,9957000076,49,5734.14,7,0
18,17,10,2023,8,9957000731,61,4353.99,11,1
19,24,7,2022,9,9957000447,31,1267.47,26,0
18,7,11,2022,8,9957000189,29,2641.82,3,0
10,9,11,2024,9,9957000272,40,4582.15,5,0
7,17,8,2024,5,9957000237,30,8125.51,24,0
22,28,12,2022,6,9957000488,51,1476.46,7,0
20,9,9,2022,3,9957000118,52,1021.13,5,0
16,13,2,2024,11,9957000944,53,6901.67,27,1
18,17,9,2022,4,9957000513,27,2310.91,3,1
7,11,2,2023,7,9957000826,50,6803.77,10,1
10,9,2,2024,13,9957000592,38,8653.92,15,1
4,9,10,2022,8,9957000127,20,1121.19,1,0
3,20,2,2022,5,9957000117,22,8786.46,22,0
4,8,1,2022,12,9957000474,57,6690.56,14,0
15,10,12,2024,11,9957000694,63,8920.33,7,1
13,12,4,2024,13,9957000058,32,5931.23,8,0
11,24,6,2024,11,9957000864,41,5970.35,7,1
0,28,3,2024,12,9957000913,39,8664.5,18,1
13,15,12,2023,6,9957000370,39,2518.98,18,0
2,18,5,2023,4,9957000269,49,8182.67,10,0
18,18,10,2022,14,9957000047,31,5034.1,27,0
8,20,8,2024,9,9957000350,46,5362.13,8,0
8,23,6,2022,3,9957000196,37,8489.39,8,0
0,1,3,2023,3,9957001000,61,4891.29,23,1
4,2,1,2022,1,9957000835,34,5690.15,14,1
7,14,10,2024,5,9957000737,35,5073.39,4,1
19,6,12,2022,11,9957000264,56,3107,16,0
14,9,12,2024,12,9957000444,30,555.89,24,0
6,8,12,2022,8,9957000676,20,7397.7,19,1
13,23,4,2023,8,9957000305,64,305.89,3,0
4,8,10,2024,4,9957000342,43,3747.37,22,0
14,20,5,2022,10,9957000967,34,7133.26,25,1
18,27,8,2023,4,9957000150,32,7007.29,1,0
6,11,9,2022,2,9957000125,20,9940.91,25,0
6,8,3,2023,14,9957000787,48,3331.67,22,1
6,28,6,2022,5,9957000051,63,8135.48,9,0
5,16,11,2024,4,9957000354,34,4448.45,1,0
14,13,3,2023,13,9957000928,50,7731.05,7,1
7,20,10,2023,1,9957000143,64,2421.04,23,0
9,11,7,2024,13,9957000471,47,8426.89,19,0
16,3,9,2024,1,9957000400,56,3725.83,25,0
14,24,3,2024,10,9957000626,59,2511.29,26,1
18,9,5,2023,5,9957000321,63,7727.14,23,0
3,10,7,2023,5,9957000020,61,5625.33,6,0
20,8,2,2023,1,9957000810,50,4820.69,5,1
20,20,1,2023,7,9957000791,53,5923.6,21,1
8,8,10,2023,14,9957000809,48,6863.74,4,1
2,13,2,2022,7,9957000408,40,4760.2,20,0
5,14,12,2022,2,9957000538,63,2820.14,21,1
16,24,10,2024,6,9957000621,45,9452.59,12,1
6,24,2,2024,3,9957000039,19,6278.34,15,0
15,17,11,2024,10,9957000176,26,7029.3,24,0
0,23,11,2023,14,9957000246,36,4385.52,26,0
18,5,6,2022,10,9957000829,36,6841.88,18,1
16,19,5,2023,12,9957000668,52,825.25,5,1
8,13,1,2023,8,9957000755,43,7504.68,14,1
12,17,4,2023,12,9957000859,56,8966.03,2,1
19,22,7,2022,14,9957000155,44,4357.89,6,0
16,28,5,2024,13,9957000288,27,6616.96,26,0
19,15,6,2024,2,9957000603,31,6468.7,21,1
2,8,1,2024,5,9957000570,35,8012.07,16,1
3,15,5,2023,12,9957000744,18,900.07,19,1
9,9,11,2024,1,9957000018,64,5044.54,23,0
2,19,8,2022,9,9957000128,44,4405.69,28,0
11,28,4,2023,3,9957000323,25,8482.17,20,0
22,6,8,2023,9,9957000256,61,7970.51,2,0
8,7,5,2023,7,9957000658,62,4840.7,4,1
18,14,10,2022,7,9957000965,62,9265.95,14,1
23,10,7,2024,8,9957000191,36,5200.3,27,0
12,28,6,2023,4,9957000116,25,1533.61,7,0
14,7,11,2022,5,9957000617,49,615.91,25,1
19,7,8,2023,11,9957000607,61,5370.19,6,1
2,28,12,2023,7,9957000181,29,9675.46,18,0
2,11,10,2024,10,9957000302,52,8318.3,19,0
14,3,5,2024,4,9957000760,61,3872.6,22,1
16,13,11,2024,9,9957000713,33,1131.59,9,1
13,27,2,2024,2,9957000724,32,6835.01,14,1
21,23,9,2024,12,9957000686,34,5267.12,2,1
23,25,3,2024,14,9957000980,52,2201.25,2,1
6,21,9,2022,1,9957000518,50,6137.23,28,1
8,15,3,2024,6,9957000985,29,5149.08,1,1
1,3,4,2023,6,9957000046,58,3032.5,18,0
15,15,11,2022,2,9957000910,62,8300.81,11,1
10,11,7,2023,8,9957000158,47,5434.01,22,0
4,4,3,2022,14,9957000852,21,1730.42,22,1
7,14,9,2023,8,9957000172,50,4584.08,7,0
20,2,3,2022,9,9957000017,63,2347.82,3,0
21,2,4,2022,10,9957000512,26,3326.92,5,1
11,18,9,2024,11,9957000049,46,8717.49,7,0
3,23,4,2022,7,9957000972,30,4170.93,4,1
6,11,9,2024,6,9957000941,36,4547.88,24,1
7,26,9,2023,8,9957000516,51,2814.55,26,1
8,7,11,2024,2,9957000953,49,6058.64,23,1
19,6,11,2022,6,9957000481,41,7244.54,23,0
16,27,8,2023,14,9957000284,49,8502.9,25,0
10,26,9,2023,12,9957000719,28,725.34,19,1
5,21,11,2023,12,9957000878,52,7058.18,10,1
23,2,8,2023,3,9957000226,47,1764.79,21,0
10,13,7,2022,8,9957000027,58,2942,2,0
3,2,2,2022,1,9957000955,22,2998.4,5,1
8,25,3,2022,12,9957000438,62,4289.31,10,0
0,14,7,2023,10,9957000952,53,1107.83,5,1
15,10,8,2024,13,9957000365,46,2115.12,24,0
16,22,6,2022,11,9957000230,20,8387.76,23,0
14,8,5,2022,12,9957000038,52,7232.85,25,0
16,9,7,2024,1,9957000966,44,2994.84,9,1
0,10,8,2023,14,9957000375,57,8083.83,7,0
14,28,3,2022,13,9957000470,19,4142.67,26,0
12,12,9,2023,5,9957000968,20,2835.85,10,1
10,15,11,2022,13,9957000851,59,8809.41,14,1
19,27,4,2023,13,9957000705,19,6602.37,17,1
5,4,11,2024,2,9957000842,62,3667.71,23,1
3,22,9,2022,3,9957000195,35,9333.85,22,0
0,17,12,2024,2,9957000855,32,4754.29,25,1
14,23,1,2022,8,9957000865,36,4938.98,22,1
10,13,6,2023,8,9957000504,36,8205.65,28,1
5,10,1,2022,11,9957000970,64,4819.86,17,1
10,27,6,2024,4,9957000831,54,4534.48,5,1
0,18,7,2022,7,9957000580,23,1623.02,7,1
2,19,10,2022,6,9957000969,55,5503.25,19,1
0,12,6,2023,13,9957000163,45,2321.86,20,0
9,21,3,2023,9,9957000909,51,7482.8,8,1
17,22,5,2023,7,9957000153,45,8536.49,22,0
12,11,8,2024,5,9957000802,46,1562.06,1,1
8,10,1,2024,3,9957000994,24,5564.2,5,1
8,19,7,2022,10,9957000756,35,6902.88,2,1
8,8,12,2024,13,9957000112,59,9483.68,13,0
21,13,10,2023,3,9957000227,62,8007.04,10,0
5,4,6,2023,8,9957000689,49,9615.74,7,1
15,14,7,2023,12,9957000104,36,5093.28,1,0
6,2,1,2023,8,9957000422,49,4837.36,23,0
14,13,6,2023,5,9957000420,51,637.16,1,0
15,5,8,2023,4,9957000751,42,2991.51,24,1
18,21,8,2024,2,9957000587,38,336.67,26,1
13,13,9,2022,13,9957000781,62,4866.66,11,1
23,2,5,2022,10,9957000673,44,9609.34,18,1
20,24,2,2023,3,9957000120,63,7353.94,19,0
23,3,4,2024,10,9957000054,54,4663.17,28,0
0,10,2,2024,12,9957000152,24,8116.74,19,0
20,7,6,2022,7,9957000404,61,1527.7,21,0
10,2,5,2022,5,9957000946,59,6860.67,19,1
17,5,8,2023,2,9957000208,59,653.18,1,0
0,19,11,2023,11,9957000659,34,7760.77,28,1
0,15,9,2022,3,9957000844,34,1434.98,25,1
6,14,1,2024,8,9957000763,57,2540.26,12,1
21,23,10,2024,9,9957000009,25,3672.33,6,0
22,19,4,2024,13,9957000808,20,2570.7,5,1
10,11,4,2024,6,9957000037,52,6066.29,5,0
17,25,9,2022,11,9957000453,29,7820.33,15,0
0,19,1,2022,2,9957000652,49,9252.62,8,1
10,6,2,2022,4,9957000254,61,2100.69,15,0
23,14,7,2022,10,9957000304,48,4072.72,23,0
20,17,10,2022,2,9957000747,46,1509.6,1,1
12,1,3,2023,4,9957000572,35,6853.69,17,1
23,22,12,2024,3,9957000624,23,8703.21,25,1
3,18,1,2024,4,9957000733,55,1239.19,9,1
4,21,11,2023,6,9957000892,34,2184.86,13,1
22,25,10,2023,7,9957000263,33,4884.85,27,0
11,25,12,2024,10,9957000611,45,2890.47,28,1
8,17,4,2024,3,9957000298,51,7115.06,28,0
8,5,8,2022,13,9957000415,39,4050.48,2,0
5,11,8,2023,8,9957000151,60,1108.8,4,0
22,4,4,2023,8,9957000789,25,1008.15,19,1
12,5,2,2024,4,9957000641,39,4157,17,1
23,1,9,2024,6,9957000890,23,5978.8,3,1
0,19,9,2022,10,9957000551,63,7329.48,10,1
9,6,1,2023,8,9957000887,21,2181.47,16,1
21,27,12,2022,4,9957000489,26,6771.77,20,0
5,11,6,2024,10,9957000148,58,7784.01,12,0
2,26,4,2024,9,9957000147,57,7709.68,20,0
6,23,2,2023,14,9957000721,54,9134.25,19,1
23,2,4,2024,4,9957000932,54,8007.83,15,1
21,15,5,2022,1,9957000740,30,3787.94,16,1
10,28,3,2024,10,9957000660,49,7385.82,8,1
9,14,5,2022,1,9957000349,55,2097.19,16,0
15,4,10,2022,13,9957000464,46,7091.25,21,0
17,13,6,2022,6,9957000326,52,3365.74,1,0
12,22,12,2024,10,9957000187,34,9769.52,5,0
6,22,5,2023,4,9957000124,33,379.81,5,0
2,13,7,2024,10,9957000854,48,8540.95,14,1
23,24,4,2023,8,9957000609,57,9356.06,16,1
11,14,5,2022,1,9957000144,23,6515.49,3,0
17,28,3,2022,3,9957000959,32,1435.94,5,1
23,12,3,2023,7,9957000198,58,8548.96,7,0
14,5,9,2023,13,9957000610,30,1837.7,27,1
15,8,2,2022,4,9957000280,64,3291.07,28,0
23,1,10,2023,14,9957000294,59,1707.74,8,0
19,1,5,2022,14,9957000401,23,2527.8,22,0
4,20,2,2023,14,9957000123,45,4830.95,15,0
5,6,9,2022,2,9957000184,19,2116.66,5,0
8,14,1,2023,2,9957000203,54,6545.85,25,0
6,23,4,2023,9,9957000439,28,6607.03,5,0
6,5,5,2024,1,9957000247,37,397.2,10,0
9,11,2,2023,13,9957000416,58,5170.12,28,0
12,24,7,2023,12,9957000933,58,5838.85,19,1
13,7,10,2024,12,9957000766,23,4996.64,17,1
14,23,7,2024,4,9957000907,30,8794.21,7,1
18,4,3,2023,13,9957000836,64,7178.58,25,1
23,26,2,2023,7,9957000888,58,9360.82,24,1
10,17,6,2022,14,9957000130,42,4332.59,20,0
12,25,8,2024,3,9957000638,50,4580.54,17,1
4,18,12,2024,6,9957000403,20,2877.37,17,0
17,23,7,2024,12,9957000785,32,4609.26,25,1
5,9,11,2022,7,9957000771,26,7381.68,13,1
14,18,2,2023,4,9957000736,62,935.37,25,1
16,8,4,2024,2,9957000914,61,7922.96,17,1
10,16,9,2023,7,9957000220,56,1602.49,21,0
22,12,8,2023,14,9957000642,51,4665.85,21,1
10,2,11,2024,6,9957000916,22,6145.31,14,1
12,23,9,2024,2,9957000753,27,466.12,19,1
8,8,2,2023,2,9957000807,35,1251.23,15,1
0,20,1,2022,7,9957000920,48,7168.11,18,1
17,12,12,2024,11,9957000625,32,2325.17,9,1
5,11,6,2023,2,9957000875,23,7273.89,7,1
6,6,4,2024,13,9957000761,54,8129.81,6,1
19,23,9,2022,13,9957000387,28,2151.81,26,0
9,8,9,2024,14,9957000973,24,642.54,1,1
10,22,2,2023,2,9957000510,25,4567.25,27,1
8,21,1,2022,2,9957000268,18,1988.93,9,0
12,1,10,2023,1,9957000820,21,6015.05,3,1
11,25,11,2023,9,9957000442,35,4453.98,16,0
23,27,3,2022,1,9957000497,24,7825.25,6,0
9,14,1,2022,2,9957000113,54,8711.5,13,0
2,7,4,2024,11,9957000692,22,3917.23,21,1
7,5,1,2023,11,9957000233,40,5961.54,26,0
2,14,11,2024,5,9957000870,31,1975.01,7,1
17,26,4,2023,8,9957000608,50,1922.7,17,1
6,3,10,2022,11,9957000672,48,2237.83,6,1
20,21,4,2022,1,9957000374,51,5310.84,19,0
22,12,10,2023,9,9957000982,58,8966.67,23,1
10,14,4,2022,10,9957000843,39,3097.69,4,1
4,9,6,2022,7,9957000234,26,428.44,28,0
13,20,9,2024,11,9957000786,58,7124.55,14,1
21,12,4,2023,6,9957000677,40,6913.13,3,1
0,18,2,2024,4,9957000318,25,418.56,28,0
6,19,2,2024,13,9957000649,22,2431.78,14,1
15,24,8,2024,9,9957000411,63,9260.61,21,0
11,19,10,2023,3,9957000899,21,9460.94,15,1
7,19,5,2022,10,9957000710,18,8315.43,21,1
19,11,6,2022,3,9957000359,63,8604.28,13,0
5,5,8,2024,8,9957000259,37,3612.43,2,0
8,13,10,2022,6,9957000745,35,3933.66,11,1
12,26,1,2022,11,9957000628,30,6860.79,2,1
14,16,10,2023,4,9957000633,51,4804.34,1,1
9,16,7,2023,9,9957000283,62,3992.63,5,0
17,16,8,2024,7,9957000377,30,3363.49,24,0
4,3,10,2023,1,9957000385,49,5710.32,1,0
2,10,9,2024,14,9957000225,29,2738.69,10,0
19,6,10,2024,6,9957000954,49,7890.55,21,1
12,25,5,2023,10,9957000815,45,5920.08,21,1
3,10,5,2022,12,9957000473,43,935.17,9,0
0,24,2,2023,14,9957000348,42,3483.89,5,0
13,7,9,2022,8,9957000506,36,8202.97,2,1
6,25,8,2024,13,9957000640,52,1209.63,11,1
7,23,8,2024,14,9957000988,32,7594.23,16,1
10,27,7,2024,6,9957000929,26,7750,17,1
8,26,1,2024,9,9957000906,58,6592.08,21,1
12,5,11,2023,4,9957000620,58,6251.15,19,1
20,10,11,2024,14,9957000856,42,5943.15,14,1
0,14,6,2022,2,9957000804,49,6239.77,22,1
17,6,9,2023,10,9957000646,53,3019.79,15,1
21,8,4,2024,6,9957000847,51,5640.75,26,1
11,11,5,2023,12,9957000557,19,2840.92,14,1
17,16,1,2024,5,9957000958,24,907.45,12,1
17,24,2,2024,14,9957000578,40,6964.81,1,1
6,12,11,2024,1,9957000796,57,6661.34,28,1
12,24,11,2024,10,9957000086,23,1516.38,10,0
3,26,4,2024,2,9957000243,57,356.94,1,0
7,18,3,2024,5,9957000699,58,5392.2,10,1
23,18,11,2022,8,9957000160,30,3490.45,12,0
2,18,10,2022,14,9957000525,38,4088.59,26,1
14,20,10,2022,5,9957000036,49,3910.5,3,0
11,25,8,2023,4,9957000541,45,4475.51,25,1
12,4,4,2024,6,9957000171,24,5903.25,7,0
21,4,2,2023,8,9957000655,29,9947.62,28,1
13,4,1,2022,2,9957000891,29,7678.51,6,1
21,6,12,2022,13,9957000858,34,3258.16,23,1
16,13,7,2022,14,9957000848,48,7543.7,23,1
18,22,1,2023,13,9957000945,35,7635.54,5,1
13,17,5,2024,7,9957000734,40,1706.86,10,1
23,28,7,2023,13,9957000096,29,7351.97,15,0
19,16,9,2022,13,9957000564,52,3290.59,6,1
4,22,7,2022,10,9957000241,47,6905.02,2,0
4,13,5,2023,1,9957000743,20,8610.83,23,1
17,27,6,2023,5,9957000575,55,2398.35,26,1
15,13,5,2022,10,9957000691,53,4661.57,9,1
2,15,10,2023,3,9957000461,24,5248.1,6,0
20,12,7,2022,3,9957000554,21,5862.1,15,1
5,8,9,2024,11,9957000889,63,5415.8,12,1
11,16,5,2022,9,9957000207,46,1603.77,11,0
20,20,12,2022,4,9957000393,56,6710.82,15,0
19,22,11,2023,8,9957000795,22,8643.85,19,1
6,18,10,2024,7,9957000398,44,7101.27,28,0
19,24,3,2023,4,9957000767,41,3964.02,11,1
1,13,2,2022,10,9957000849,53,9324.67,28,1
15,9,11,2023,6,9957000218,22,5856.11,13,0
20,11,10,2022,14,9957000005,47,6459.51,19,0
15,28,9,2022,7,9957000769,52,6869.62,3,1
12,10,8,2024,2,9957000643,19,8824.44,24,1
22,21,7,2024,5,9957000930,29,1087.75,14,1
17,20,2,2024,12,9957000613,47,7866.58,11,1
23,17,9,2022,3,9957000739,31,3555.1,23,1
8,9,11,2022,5,9957000547,54,8225.1,7,1
3,15,7,2023,5,9957000726,21,642.08,13,1
14,5,5,2024,6,9957000684,62,7243.41,12,1
17,14,8,2023,4,9957000099,35,9442.92,20,0
18,20,12,2024,8,9957000805,30,2538.88,19,1
14,14,10,2022,14,9957000728,19,3294.26,9,1
11,9,7,2024,2,9957000574,61,7222.38,20,1
2,22,3,2024,13,9957000407,55,7733.78,26,0
5,3,12,2023,2,9957000503,25,6790.58,2,1
7,16,9,2022,2,9957000048,27,5391.1,21,0
16,6,12,2022,14,9957000033,34,2670.83,27,0
19,20,11,2022,2,9957000780,55,7848.56,16,1
15,18,3,2024,14,9957000840,35,7250.66,6,1
3,16,6,2022,3,9957000201,39,9532.85,16,0
7,23,4,2022,14,9957000135,20,3794.43,6,0
10,10,10,2023,6,9957000028,24,6709.78,19,0
17,7,2,2024,13,9957000881,21,1060.24,21,1
10,11,8,2022,10,9957000231,49,7363.68,25,0
8,23,1,2023,9,9957000490,35,5152.89,17,0
19,16,12,2023,10,9957000773,57,9739.97,14,1
16,20,11,2024,8,9957000379,57,6182.72,9,0
12,1,12,2024,1,9957000289,64,9257.77,9,0
1,7,11,2022,5,9957000419,32,4724.43,25,0
9,2,1,2022,8,9957000675,59,9461.77,6,1
14,11,10,2024,10,9957000392,18,5304.52,16,0
19,22,9,2022,2,9957000593,56,6753.23,28,1
0,1,12,2023,7,9957000499,61,6614.3,26,0
16,26,8,2023,14,9957000139,34,446.6,20,0
22,9,12,2022,5,9957000063,41,9524.66,4,0
5,20,5,2024,8,9957000472,32,2681.89,18,0
20,25,9,2022,8,9957000648,47,1232.87,9,1
13,7,6,2024,13,9957000129,45,7988.57,1,0
4,23,10,2024,5,9957000977,24,3039.84,15,1
1,20,5,2023,1,9957000521,28,1972.21,8,1
20,11,12,2022,3,9957000839,32,6310.93,28,1
22,17,9,2022,12,9957000963,49,6370.21,6,1
6,11,7,2022,8,9957000065,48,1210.32,23,0
22,15,5,2022,3,9957000813,34,4080.16,12,1
23,24,5,2024,9,9957000015,34,318.52,8,0
16,7,2,2024,12,9957000157,45,1806.23,6,0
16,14,9,2024,13,9957000041,37,330.52,13,0
7,27,2,2024,2,9957000493,46,7046.79,19,0
8,4,4,2024,4,9957000380,27,4922.62,11,0
11,24,5,2023,10,9957000188,48,999.69,26,0
7,26,6,2023,3,9957000764,45,804,3,1
20,5,5,2022,1,9957000217,51,2228.33,10,0
6,27,10,2022,11,9957000792,46,9578.03,4,1
19,28,9,2022,13,9957000053,37,5490.28,17,0
2,12,6,2024,6,9957000879,60,2925.01,18,1
13,1,2,2024,12,9957000338,23,9174.6,2,0
14,22,9,2023,14,9957000749,61,7773.64,25,1
22,23,8,2024,1,9957000720,19,144.96,19,1
2,19,3,2023,14,9957000725,23,7884.9,14,1
13,22,7,2022,8,9957000296,51,9390.66,19,0
3,15,1,2022,4,9957000702,62,7019.52,13,1
2,20,3,2022,2,9957000252,54,1320.25,6,0
6,13,4,2023,11,9957000727,18,9482.44,5,1
1,8,7,2023,7,9957000462,35,2558.98,16,0
18,22,12,2022,3,9957000456,51,8335.04,24,0
4,16,6,2023,7,9957000997,47,7732.32,10,1
0,22,10,2023,1,9957000816,44,3514.68,8,1
21,9,2,2024,14,9957000863,41,520.67,19,1
22,4,7,2023,2,9957000270,46,9775.14,2,0
6,4,10,2024,14,9957000202,27,951.8,9,0
15,25,10,2022,10,9957000162,37,7325.34,27,0
12,27,5,2024,5,9957000556,36,2928.56,18,1
22,9,2,2024,14,9957000730,58,6142.12,22,1
14,1,11,2022,10,9957000402,22,9723.06,3,0
10,25,5,2023,3,9957000703,41,4688.82,6,1
21,10,8,2024,14,9957000477,64,3447.25,4,0
8,1,8,2024,3,9957000822,43,3174.29,5,1
8,20,8,2024,14,9957000772,42,8975.33,4,1
17,19,2,2024,5,9957000106,22,1585.67,13,0
0,11,8,2022,9,9957000566,48,9389.22,26,1
0,14,4,2022,7,9957000390,47,6032.82,6,0
15,7,6,2024,1,9957000002,63,9630.6,16,0
0,13,12,2023,6,9957000938,55,7359.82,13,1
13,15,5,2022,12,9957000983,28,1183.94,1,1
1,18,5,2022,13,9957000562,42,1988.87,4,1
7,2,6,2024,5,9957000081,19,4007.59,2,0
13,1,10,2022,1,9957000206,24,959.6,16,0
21,7,10,2022,6,9957000035,62,2541.62,3,0
14,6,2,2022,9,9957000776,50,6855.12,24,1
16,15,9,2022,6,9957000509,59,5476.11,27,1
4,13,2,2022,8,9957000428,26,577.16,17,0
2,27,12,2023,1,9957000455,27,3712.7,25,0
23,20,5,2022,7,9957000367,34,8568.81,21,0
6,12,3,2024,11,9957000092,61,889.05,8,0
8,10,11,2023,1,9957000340,39,1973.21,15,0
11,26,2,2022,6,9957000898,58,8212.39,25,1
14,5,1,2023,2,9957000565,44,9197.79,23,1
11,1,9,2023,6,9957000346,44,7770.83,4,0
23,15,11,2022,11,9957000777,41,1742.98,6,1
0,10,12,2023,12,9957000242,20,985.55,27,0
18,26,6,2022,9,9957000014,31,2042.15,9,0
6,27,2,2022,4,9957000316,60,2147.34,4,0
6,12,11,2022,2,9957000601,43,4234.65,1,1
22,24,8,2024,12,9957000388,64,3702.85,15,0
1,21,12,2024,6,9957000274,51,5825.71,12,0
15,27,7,2023,1,9957000167,52,6292.62,25,0
9,20,10,2023,5,9957000841,45,4946.84,13,1
20,14,10,2022,14,9957000993,22,8945.88,13,1
7,25,10,2023,3,9957000647,63,8518.78,12,1
16,5,5,2022,5,9957000819,53,1561.95,7,1
1,10,7,2022,12,9957000485,54,1023.12,9,0
4,1,2,2022,10,9957000981,39,4146.22,22,1
17,3,7,2023,6,9957000505,44,1145.74,28,1
18,11,3,2024,9,9957000832,31,6812.69,19,1
10,4,9,2024,1,9957000244,51,8841.79,25,0
16,19,8,2022,3,9957000567,26,1238.43,14,1
5,6,10,2024,9,9957000876,38,7895.85,20,1
20,4,12,2023,5,9957000563,29,3000.06,22,1
13,19,5,2024,14,9957000687,54,9654.71,18,1
17,12,12,2024,2,9957000190,53,1213.59,15,0
15,17,10,2022,4,9957000783,20,4662.65,18,1
2,13,1,2022,2,9957000700,29,4020.4,1,1
6,18,6,2024,5,9957000476,33,4233.95,8,0
19,6,4,2023,12,9957000682,64,1191.31,18,1
12,7,12,2024,5,9957000511,57,7138.28,14,1
15,6,3,2024,5,9957000059,56,2486.97,16,0
10,13,8,2024,10,9957000475,24,7341.1,6,0
1,11,10,2024,4,9957000561,56,8160.57,23,1
0,2,3,2023,13,9957000857,50,6591.03,22,1
22,5,8,2022,9,9957000748,22,3587.19,2,1
17,17,10,2022,7,9957000253,27,8854.28,22,0
15,10,8,2022,14,9957000022,52,5291.11,5,0
6,16,3,2023,10,9957000314,58,7425.99,8,0
17,3,3,2024,9,9957000460,45,3100.97,1,0
17,9,5,2022,6,9957000161,35,9536.44,20,0
15,3,5,2023,8,9957000277,53,6804.88,7,0
16,5,4,2024,10,9957000956,28,1462.7,4,1
15,6,11,2024,9,9957000192,28,7510.54,13,0
5,26,4,2023,8,9957000386,32,8452.02,24,0
20,22,4,2023,1,9957000806,35,9567.51,27,1
15,21,2,2022,3,9957000414,51,1254.75,19,0
22,1,2,2023,4,9957000492,60,7002.44,16,0
17,21,3,2023,3,9957000344,18,9085.49,6,0
23,17,8,2023,6,9957000770,48,3522.52,13,1
14,24,1,2022,5,9957000309,54,2179.21,26,0
16,4,2,2022,14,9957000662,54,1243.45,26,1
9,13,3,2023,6,9957000131,55,5726.05,24,0
0,22,10,2024,3,9957000664,52,8163.48,6,1
9,22,3,2022,9,9957000872,35,256.97,12,1
18,4,2,2022,6,9957000100,19,174.86,10,0
8,23,2,2023,8,9957000373,58,6522.6,2,0
14,28,12,2022,11,9957000088,18,7613.15,11,0
23,18,10,2023,1,9957000459,29,1643.01,19,0
16,11,8,2022,5,9957000331,47,6867.05,25,0
14,20,3,2024,14,9957000215,28,6161.3,2,0
12,5,8,2024,9,9957000467,41,5352.82,7,0
21,21,11,2023,8,9957000122,37,8737.99,4,0
8,28,3,2023,1,9957000615,30,961.23,2,1
10,28,4,2024,9,9957000021,59,7219.2,10,0
18,26,3,2024,5,9957000701,34,6612.76,25,1
16,26,8,2024,3,9957000072,19,5190.94,26,0
1,23,6,2024,9,9957000107,56,4578.28,14,0
2,23,2,2022,14,9957000271,60,5364.22,22,0
15,23,10,2023,7,9957000861,22,9644.82,15,1
1,14,11,2024,14,9957000436,35,9466.47,23,0
18,24,7,2022,8,9957000103,23,6581.82,23,0
